ptype,pdtype,stype,ltype,issue,,,,,,,,get1_hz,get1_level,get2_hz,get2_level,get3_hz,get3_level,get4_hz,get4_level,get5_hz,get5_level,get6_hz,get6_level,get7_hz,get7_level,get8_hz,get8_level,get9_hz,get9_level,get10_hz,get10_level,0hz,10hz,20hz,30hz,40hz,50hz,60hz,70hz,80hz,90hz,100hz,110hz,120hz,130hz,140hz,150hz,160hz,170hz,180hz,190hz,200hz,210hz,220hz,230hz,240hz,250hz,260hz,270hz,280hz,290hz,300hz,310hz,320hz,330hz,340hz,350hz,360hz,370hz,380hz,390hz,400hz,410hz,420hz,430hz,440hz,450hz,460hz,470hz,480hz,490hz,500hz,510hz,520hz,530hz,540hz,550hz,560hz,570hz,580hz,590hz,600hz,610hz,620hz,630hz,640hz,650hz,660hz,670hz,680hz,690hz,700hz,710hz,720hz,730hz,740hz,750hz,760hz,770hz,780hz,790hz,800hz,810hz,820hz,830hz,840hz,850hz,860hz,870hz,880hz,890hz,900hz,910hz,920hz,930hz,940hz,950hz,960hz,970hz,980hz,990hz,1000hz,1010hz,1020hz,1030hz,1040hz,1050hz,1060hz,1070hz,1080hz,1090hz,1100hz,1110hz,1120hz,1130hz,1140hz,1150hz,1160hz,1170hz,1180hz,1190hz,1200hz,1210hz,1220hz,1230hz,1240hz,1250hz,1260hz,1270hz,1280hz,1290hz,1300hz,1310hz,1320hz,1330hz,1340hz,1350hz,1360hz,1370hz,1380hz,1390hz,1400hz,1410hz,1420hz,1430hz,1440hz,1450hz,1460hz,1470hz,1480hz,1490hz,1500hz,1510hz,1520hz,1530hz,1540hz,1550hz,1560hz,1570hz,1580hz,1590hz,1600hz,1610hz,1620hz,1630hz,1640hz,1650hz,1660hz,1670hz,1680hz,1690hz,1700hz,1710hz,1720hz,1730hz,1740hz,1750hz,1760hz,1770hz,1780hz,1790hz,1800hz,1810hz,1820hz,1830hz,1840hz,1850hz,1860hz,1870hz,1880hz,1890hz,1900hz,1910hz,1920hz,1930hz,1940hz,1950hz,1960hz,1970hz,1980hz,1990hz,2000hz,2010hz,2020hz,2030hz,2040hz,2050hz,2060hz,2070hz,2080hz,2090hz,2100hz,2110hz,2120hz,2130hz,2140hz,2150hz,2160hz,2170hz,2180hz,2190hz,2200hz,2210hz,2220hz,2230hz,2240hz,2250hz,2260hz,2270hz,2280hz,2290hz,2300hz,2310hz,2320hz,2330hz,2340hz,2350hz,2360hz,2370hz,2380hz,2390hz,2400hz,2410hz,2420hz,2430hz,2440hz,2450hz,2460hz,2470hz,2480hz,2490hz,2500hz,2510hz,2520hz,2530hz,2540hz,2550hz,2560hz,2570hz,2580hz,2590hz,2600hz,2610hz,2620hz,2630hz,2640hz,2650hz,2660hz,2670hz,2680hz,2690hz,2700hz,2710hz,2720hz,2730hz,2740hz,2750hz,2760hz,2770hz,2780hz,2790hz,2800hz,2810hz,2820hz,2830hz,2840hz,2850hz,2860hz,2870hz,2880hz,2890hz,2900hz,2910hz,2920hz,2930hz,2940hz,2950hz,2960hz,2970hz,2980hz,2990hz,3000hz,3010hz,3020hz,3030hz,3040hz,3050hz,3060hz,3070hz,3080hz,3090hz,3100hz,3110hz,3120hz,3130hz,3140hz,3150hz,3160hz,3170hz,3180hz,3190hz,3200hz,3210hz,3220hz,3230hz,3240hz,3250hz,3260hz,3270hz,3280hz,3290hz,3300hz,3310hz,3320hz,3330hz,3340hz,3350hz,3360hz,3370hz,3380hz,3390hz,3400hz,3410hz,3420hz,3430hz,3440hz,3450hz,3460hz,3470hz,3480hz,3490hz,3500hz,3510hz,3520hz,3530hz,3540hz,3550hz,3560hz,3570hz,3580hz,3590hz,3600hz,3610hz,3620hz,3630hz,3640hz,3650hz,3660hz,3670hz,3680hz,3690hz,3700hz,3710hz,3720hz,3730hz,3740hz,3750hz,3760hz,3770hz,3780hz,3790hz,3800hz,3810hz,3820hz,3830hz,3840hz,3850hz,3860hz,3870hz,3880hz,3890hz,3900hz,3910hz,3920hz,3930hz,3940hz,3950hz,3960hz,3970hz,3980hz,3990hz,4000hz,4010hz,4020hz,4030hz,4040hz,4050hz,4060hz,4070hz,4080hz,4090hz,4100hz,4110hz,4120hz,4130hz,4140hz,4150hz,4160hz,4170hz,4180hz,4190hz,4200hz,4210hz,4220hz,4230hz,4240hz,4250hz,4260hz,4270hz,4280hz,4290hz,4300hz,4310hz,4320hz,4330hz,4340hz,4350hz,4360hz,4370hz,4380hz,4390hz,4400hz,4410hz,4420hz,4430hz,4440hz,4450hz,4460hz,4470hz,4480hz,4490hz,4500hz,4510hz,4520hz,4530hz,4540hz,4550hz,4560hz,4570hz,4580hz,4590hz,4600hz,4610hz,4620hz,4630hz,4640hz,4650hz,4660hz,4670hz,4680hz,4690hz,4700hz,4710hz,4720hz,4730hz,4740hz,4750hz,4760hz,4770hz,4780hz,4790hz,4800hz,4810hz,4820hz,4830hz,4840hz,4850hz,4860hz,4870hz,4880hz,4890hz,4900hz,4910hz,4920hz,4930hz,4940hz,4950hz,4960hz,4970hz,4980hz,4990hz,5000hz,5010hz,5020hz,5030hz,5040hz,5050hz,5060hz,5070hz,5080hz,5090hz,5100hz,5110hz,5120hz
0,0,2,1,옥외누수,,,,,,,,330,833,330,819,330,635,340,712,320,454,330,557,330,793,330,918,330,1016,330,748,0,3,3,3,3,3,3,6,3,9,11,20,34,37,34,31,28,20,17,17,26,28,40,43,34,34,51,88,71,97,139,173,293,725,463,216,114,94,68,51,45,37,28,28,23,20,23,14,14,11,17,17,23,23,23,14,14,11,6,6,6,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,11,14,20,20,20,14,14,14,11,14,17,17,20,20,23,28,37,34,43,54,54,68,88,80,68,48,40,37,23,20,20,17,14,14,11,11,11,11,9,11,11,11,11,11,9,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,9,9,11,9,11,9,9,6,6,11,9,11,11,11,11,14,14,17,20,20,20,26,17,17,17,17,14,11,11,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,3,3,3,6,6,6,6,3,3,3,6,6,6,6,9,6,9,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,3,3,0,3,0,3,0,3,3,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,3,0,3,0,3,0,0,3
0,0,2,1,옥외누수,,,,,,,,320,559,310,467,320,391,320,535,310,557,310,502,310,599,300,604,310,526,300,586,0,5,3,7,8,10,8,13,13,19,29,72,101,128,101,69,47,40,29,29,30,47,49,76,57,54,50,72,106,214,387,429,360,173,93,74,50,50,37,39,34,29,25,22,20,24,24,32,30,27,32,24,19,17,13,12,10,10,12,13,10,8,8,7,8,8,10,8,10,10,12,12,19,22,22,24,20,20,17,12,10,12,12,15,15,17,13,15,15,19,25,30,37,39,34,25,22,15,12,10,12,8,8,8,8,5,7,7,7,8,8,7,8,8,7,7,5,5,5,5,3,5,5,5,3,5,5,5,5,3,5,5,5,7,5,5,7,7,7,7,7,5,5,5,7,5,5,7,3,5,5,5,5,5,5,7,7,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,2,3,3,2,3,2,3,3
0,0,2,1,옥외누수,,,,,,,,340,216,340,267,330,224,340,219,340,179,340,284,340,157,330,182,330,179,340,155,0,4,4,4,4,5,4,5,6,4,6,5,7,9,8,5,7,16,18,16,18,20,25,24,31,36,40,25,30,48,53,62,118,143,191,113,67,47,31,22,19,11,10,9,8,9,8,8,7,6,6,6,8,6,5,7,5,5,5,6,6,5,5,6,5,5,5,5,5,5,5,4,6,5,6,6,6,5,6,5,6,6,7,6,6,6,5,5,5,5,5,5,6,4,5,7,5,6,6,5,5,6,5,5,5,5,4,6,7,6,6,5,6,7,7,5,4,7,5,6,6,5,7,6,5,6,5,6,5,5,6,5,5,6,6,6,6,5,7,6,5,5,6,6,5,6,4,6,4,6,5,6,5,5,5,5,6,5,5,7,5,5,5,6,7,5,6,5,6,6,4,4,6,5,4,6,7,5,6,6,5,7,5,7,4,5,5,5,6,7,7,6,5,7,4,4,5,6,7,6,5,7,6,7,6,4,4,6,5,6,5,7,6,7,6,5,5,4,6,5,5,5,7,5,6,5,6,7,7,5,6,5,5,6,6,5,6,4,7,6,5,5,5,5,7,5,7,6,5,6,5,6,4,7,6,5,5,6,5,5,6,5,5,7,7,5,5,5,6,5,6,7,7,6,6,7,6,7,6,7,7,7,5,7,6,7,6,7,6,6,6,6,6,7,6,6,5,5,5,6,5,6,5,5,6,5,6,7,6,6,7,7,6,5,6,7,5,7,6,6,6,6,5,6,6,6,5,6,7,5,6,6,5,5,5,5,7,7,5,6,6,7,5,7,6,6,5,6,5,5,5,4,5,5,7,6,7,6,6,6,5,6,5,6,5,5,5,6,5,6,6,6,7,6,6,7,6,6,6,4,7,4,5,5,5,7,5,6,5,6,6,6,7,6,5,6,6,5,5,5,7,5,6,6,7,6,7,5,6,7,6,5,7,7,7,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,7,6,6,7,7,6,7,6,5,5,6,7,6,6,6,6,6,6,6,6,7,7,6,5,6,5,7,5,7,5,7,6,6,7,6,7,7,7,7,5,6,7,6,6,5,6,5,6,6,5,5,6,5,6,5,7,6,5,6,6,7,6,6,6,7,5,4,6,6,7,6,6,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,2,1,옥외누수,,,,,,,,270,330,270,320,280,290,270,298,280,214,270,268,270,264,270,243,270,204,270,270,0,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,6,7,9,10,9,12,16,30,65,267,222,85,45,25,18,18,9,9,7,6,6,7,5,5,5,4,4,5,4,3,4,5,5,6,4,4,5,4,5,4,5,5,4,5,4,5,5,4,6,5,5,4,4,6,4,5,4,5,5,4,4,6,4,4,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,6,6,6,6,6,5,5,6,5,5,5,5,5,5,6,4,5,5,5,4,5,5,4,5,5,4,5,5,4,5,5,5,5,6,5,5,6,5,4,6,5,4,6,5,5,5,4,4,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,6,5,4,6,4,5,5,6,5,4,6,5,5,5,5,5,6,4,5,5,5,4,5,5,5,5,5,6,5,5,5,4,5,6,5,6,5,5,5,5,5,5,6,6,5,5,5,4,5,5,6,5,5,5,4,4,5,5,5,5,5,5,5,6,5,6,4,5,4,4,4,4,5,6,6,6,5,4,5,6,5,5,6,5,4,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,6,5,4,6,5,5,5,5,5,6,5,6,4,5,5,5,5,5,4,5,6,4,6,6,5,6,5,5,6,4,4,6,6,5,5,6,5,4,5,5,5,5,5,7,6,5,7,7,5,5,6,7,5,5,5,6,6,6,5,6,6,6,6,5,4,5,6,5,4,5,6,5,6,5,5,5,5,5,6,5,5,6,5,6,4,6,5,5,5,5,4,5,4,6,5,4,5,6,5,5,5,5,5,5,4,6,5,5,5,5,5,4,6,5,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,4,5,5,5,6,5,5,5,5,5,6,6,5,5,6,6,5,6,5,5,6,5,5,6,5,6,6,7,6,6,6,5,5,4,5,4,4,5,5,4,5,5,5,6,5,5,4,6,5,5,6,5,6,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,4,6,6,6,5,5,5,5,5,6,6,6,4,5,6,5,6,5,5,5,6,6
0,0,2,1,옥외누수,,,,,,,,320,306,320,496,320,450,320,282,330,292,320,415,320,425,320,498,320,449,320,406,0,3,3,3,3,3,3,3,5,3,5,8,22,14,8,9,8,11,13,14,13,16,27,34,33,38,49,50,72,74,124,207,399,260,175,80,42,38,38,28,20,17,17,13,9,8,8,6,8,6,6,6,8,6,6,8,5,6,6,6,6,8,6,6,6,5,5,5,5,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,8,8,8,9,13,13,14,14,13,9,9,6,6,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,3,3,5,5,3,3,5,5,5,5,5,5,5,5,5,3,5,6,5,5,6,5,6,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,3,3,5,5,3,3,5,5,5,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,5,5,3,5,3,3,5,3,5,5,3,5,5,5,3,3,5,5,5,5,5,3,5,3,3,5,5,5,5,3,5,5,3,3,5,5,5,5,3,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,5,5,5,5,5,5,3,6,3,5,3,3,3,5,5,5,3,5,3,5,5,3,3,5,5,3,5,5,5,5,5,6,3,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,3,6,5,5,5,3,5,5,3,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,3,5,3,3,3,5,5,5,5,3,3,3,5,5,5,5,3,3,5,3,3,5,3,5,3,5,5,3,5,3,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,3,3,3,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,6,3,5,5,3,6,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,3,5,3,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5
0,0,2,1,옥외누수,,,,,,,,330,622,330,367,330,392,330,445,340,435,330,433,340,582,330,395,340,390,340,386,0,3,3,3,3,5,3,3,3,3,3,3,3,3,5,5,3,3,3,5,8,8,8,8,8,9,12,15,20,28,38,61,138,390,379,136,99,89,44,34,20,14,12,9,8,6,5,5,3,3,5,5,3,5,3,3,3,3,3,5,5,5,5,5,3,3,3,3,5,3,5,3,3,3,3,3,5,5,5,3,3,3,3,3,5,5,3,3,5,3,5,5,3,3,5,5,5,5,5,9,14,14,11,9,12,9,8,8,6,6,3,5,5,5,5,5,5,3,5,5,6,5,5,3,5,5,3,3,5,3,3,3,5,3,5,5,5,5,3,5,3,5,5,5,5,5,3,5,3,5,3,5,5,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,3,3,5,3,3,5,5,3,3,5,3,5,3,5,5,3,5,5,5,3,3,5,5,5,3,3,3,5,5,6,3,5,3,5,3,5,3,5,3,3,5,3,5,5,5,5,5,6,5,3,3,5,5,5,5,3,5,5,3,5,3,5,5,3,3,5,3,5,3,3,5,5,5,5,3,5,5,5,3,5,5,3,3,3,3,5,3,5,5,5,3,5,3,3,3,5,5,5,3,5,3,3,5,5,5,5,3,5,5,3,3,3,5,3,3,5,3,3,3,3,5,3,3,5,3,5,5,3,5,5,5,5,5,5,3,5,3,3,3,5,3,5,5,5,5,5,5,3,5,5,3,3,5,5,5,3,3,5,5,5,5,5,3,5,3,5,3,5,5,5,3,5,5,5,5,3,3,3,5,3,5,3,5,5,3,6,5,3,3,3,3,3,5,5,3,5,5,5,5,5,3,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,3,5,3,5,5,5,3,3,5,5,5,3,5,5,5,5,5,5,3,3,5,5,5,5,3,5,5,5,5,5,5,5,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,3,5,5,3,5,3,6,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5
0,0,2,1,옥외누수,,,,,,,,330,539,330,406,330,790,330,608,330,709,330,719,330,378,330,380,330,747,330,775,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,7,2,5,5,7,12,14,21,33,47,69,128,282,605,180,81,45,36,28,36,26,21,17,7,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,7,14,28,26,17,9,5,5,5,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,5,5,2,2,5,2,2,2,5,2,2,2,5,2,2,5,2,2,2,2,2,2,2,5,2,5,2,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,2,2,2,5,2,2,2,2,2,2,2,2,2,5,5,5,2,2,5,2,2,2,2,2,2,5,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,5,2,2,5,5,2,2,2,2,5,5,2,2,2,2,2,5,2,2,5,2,2,2,2,5,2,2,2,2,2,2,5,5,5,2,2,2,5,2,2,2,2,5,2,2,2,2,2,5,2,2,2,5,5,2,5,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,5,5,2,2,2,2,2,2,2,5,5,2,5,2,2,5,5,2,2,2,2,2,5,2,2,5,2,5,2,2,5,2,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,5,5,5,2,2,2,2,2,5,2,2,5,2,5,5,2,5,2,5,2,5,2,2,2,5,2,2,5,2,5,2,5,2,2,2,2,2,2,2,5,2,2,2,5,2,5,5,2,5,2,5,2,5,5,5,2,5,2,2,2,5,5,2,2,2,2,2,5,2,5,2,2,2,2,2,2,5,2,2,5,2,2,2,2,5,2,2,5,2,2,5,2,2,2,2,5,2,2,2,2,5,5,2,2,2,5,5,2,2,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2
0,0,2,1,옥외누수,,,,,,,,290,82,270,120,270,145,270,138,280,101,270,134,270,109,270,124,280,144,270,97,0,4,5,4,4,4,4,5,5,5,8,13,11,11,7,4,5,5,6,6,9,15,17,14,25,39,65,111,89,52,27,23,16,20,10,8,5,6,6,5,4,5,5,4,5,5,6,5,6,6,5,6,5,6,6,6,6,6,5,6,6,6,6,7,5,4,6,6,6,4,6,5,5,5,5,5,6,6,5,5,6,6,6,5,6,6,5,5,6,4,6,5,5,6,5,5,6,7,4,5,5,6,5,6,6,6,5,6,7,6,7,6,6,6,5,6,6,6,6,5,7,6,6,6,6,6,6,5,7,6,6,6,6,6,6,6,5,5,5,6,7,6,7,6,6,6,6,6,6,6,5,6,6,4,5,6,6,5,6,7,6,6,7,5,6,6,6,5,4,5,5,6,6,6,6,5,5,6,6,6,5,5,5,7,6,5,6,5,5,6,6,6,6,6,6,7,5,5,6,5,5,5,5,7,7,6,6,6,5,6,5,5,7,5,5,7,6,6,6,6,5,5,6,6,6,6,6,6,5,6,6,5,7,6,7,6,7,6,6,6,5,5,6,6,7,6,6,7,7,5,6,5,6,6,5,5,5,6,7,6,6,6,5,5,6,5,6,6,6,5,6,5,6,5,6,6,6,6,6,6,6,7,6,6,5,6,6,7,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,5,4,6,5,5,6,6,5,7,6,6,5,6,5,6,5,6,5,6,6,6,6,5,6,5,6,7,6,5,6,7,7,6,7,6,6,6,5,6,6,6,5,6,6,5,6,5,6,7,6,5,6,5,6,6,6,5,7,7,5,7,6,6,4,6,6,5,7,6,6,6,6,5,6,5,6,5,6,6,5,6,5,6,7,6,6,5,5,6,7,7,5,6,6,5,7,5,6,6,6,5,6,7,6,7,6,7,6,6,5,5,6,6,6,5,6,6,5,7,6,6,5,6,5,5,6,6,6,6,5,6,6,5,7,6,7,7,6,5,7,6,7,7,6,6,5,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,5,5,6,6,6,5,6,6,6,7,6,6,6,6,6,5,7,6,6,6,6,6,7,7,6,6,7,5,6,6,7,6,6,6,6,7,5,7,7,7,6,6,6,7,6,6
1,6,2,1,옥외누수,,,,,,,,350,348,360,458,350,363,350,359,350,533,350,398,360,483,360,464,360,443,360,472,0,9,11,9,11,14,14,14,13,14,16,14,14,17,22,22,27,25,25,30,54,57,71,106,109,140,161,112,65,47,46,58,87,145,236,359,402,266,132,101,101,85,69,52,44,52,49,43,49,49,44,49,46,43,33,28,24,22,20,19,19,19,20,20,28,47,50,58,43,32,30,32,39,41,54,44,47,39,43,47,43,36,36,38,33,27,22,24,22,19,20,19,24,27,25,32,32,28,25,22,20,19,20,24,24,33,35,32,33,32,27,22,20,17,16,17,16,16,16,13,13,13,11,13,13,13,13,13,9,8,9,8,11,8,8,9,9,13,13,9,11,9,11,11,9,11,13,13,9,9,11,11,9,9,9,9,9,8,9,8,8,8,8,9,8,8,8,8,9,9,8,8,8,8,8,6,8,9,9,9,8,8,8,8,6,8,6,8,6,5,6,6,5,5,5,6,5,5,5,6,5,5,5,5,5,3,5,6,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,3,6,5,3,3,3,5,3,3,3,3,3,5,5,3,3,5,5,5,5,3,3,3,3,3,5,5,3,3,3,5,3,5,3,5,5,3,5,3,3,5,3,3,3,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,3,3,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3
