ptype,pdtype,stype,ltype,issue,,,,,,,,get1_hz,get1_level,get2_hz,get2_level,get3_hz,get3_level,get4_hz,get4_level,get5_hz,get5_level,get6_hz,get6_level,get7_hz,get7_level,get8_hz,get8_level,get9_hz,get9_level,get10_hz,get10_level,0hz,10hz,20hz,30hz,40hz,50hz,60hz,70hz,80hz,90hz,100hz,110hz,120hz,130hz,140hz,150hz,160hz,170hz,180hz,190hz,200hz,210hz,220hz,230hz,240hz,250hz,260hz,270hz,280hz,290hz,300hz,310hz,320hz,330hz,340hz,350hz,360hz,370hz,380hz,390hz,400hz,410hz,420hz,430hz,440hz,450hz,460hz,470hz,480hz,490hz,500hz,510hz,520hz,530hz,540hz,550hz,560hz,570hz,580hz,590hz,600hz,610hz,620hz,630hz,640hz,650hz,660hz,670hz,680hz,690hz,700hz,710hz,720hz,730hz,740hz,750hz,760hz,770hz,780hz,790hz,800hz,810hz,820hz,830hz,840hz,850hz,860hz,870hz,880hz,890hz,900hz,910hz,920hz,930hz,940hz,950hz,960hz,970hz,980hz,990hz,1000hz,1010hz,1020hz,1030hz,1040hz,1050hz,1060hz,1070hz,1080hz,1090hz,1100hz,1110hz,1120hz,1130hz,1140hz,1150hz,1160hz,1170hz,1180hz,1190hz,1200hz,1210hz,1220hz,1230hz,1240hz,1250hz,1260hz,1270hz,1280hz,1290hz,1300hz,1310hz,1320hz,1330hz,1340hz,1350hz,1360hz,1370hz,1380hz,1390hz,1400hz,1410hz,1420hz,1430hz,1440hz,1450hz,1460hz,1470hz,1480hz,1490hz,1500hz,1510hz,1520hz,1530hz,1540hz,1550hz,1560hz,1570hz,1580hz,1590hz,1600hz,1610hz,1620hz,1630hz,1640hz,1650hz,1660hz,1670hz,1680hz,1690hz,1700hz,1710hz,1720hz,1730hz,1740hz,1750hz,1760hz,1770hz,1780hz,1790hz,1800hz,1810hz,1820hz,1830hz,1840hz,1850hz,1860hz,1870hz,1880hz,1890hz,1900hz,1910hz,1920hz,1930hz,1940hz,1950hz,1960hz,1970hz,1980hz,1990hz,2000hz,2010hz,2020hz,2030hz,2040hz,2050hz,2060hz,2070hz,2080hz,2090hz,2100hz,2110hz,2120hz,2130hz,2140hz,2150hz,2160hz,2170hz,2180hz,2190hz,2200hz,2210hz,2220hz,2230hz,2240hz,2250hz,2260hz,2270hz,2280hz,2290hz,2300hz,2310hz,2320hz,2330hz,2340hz,2350hz,2360hz,2370hz,2380hz,2390hz,2400hz,2410hz,2420hz,2430hz,2440hz,2450hz,2460hz,2470hz,2480hz,2490hz,2500hz,2510hz,2520hz,2530hz,2540hz,2550hz,2560hz,2570hz,2580hz,2590hz,2600hz,2610hz,2620hz,2630hz,2640hz,2650hz,2660hz,2670hz,2680hz,2690hz,2700hz,2710hz,2720hz,2730hz,2740hz,2750hz,2760hz,2770hz,2780hz,2790hz,2800hz,2810hz,2820hz,2830hz,2840hz,2850hz,2860hz,2870hz,2880hz,2890hz,2900hz,2910hz,2920hz,2930hz,2940hz,2950hz,2960hz,2970hz,2980hz,2990hz,3000hz,3010hz,3020hz,3030hz,3040hz,3050hz,3060hz,3070hz,3080hz,3090hz,3100hz,3110hz,3120hz,3130hz,3140hz,3150hz,3160hz,3170hz,3180hz,3190hz,3200hz,3210hz,3220hz,3230hz,3240hz,3250hz,3260hz,3270hz,3280hz,3290hz,3300hz,3310hz,3320hz,3330hz,3340hz,3350hz,3360hz,3370hz,3380hz,3390hz,3400hz,3410hz,3420hz,3430hz,3440hz,3450hz,3460hz,3470hz,3480hz,3490hz,3500hz,3510hz,3520hz,3530hz,3540hz,3550hz,3560hz,3570hz,3580hz,3590hz,3600hz,3610hz,3620hz,3630hz,3640hz,3650hz,3660hz,3670hz,3680hz,3690hz,3700hz,3710hz,3720hz,3730hz,3740hz,3750hz,3760hz,3770hz,3780hz,3790hz,3800hz,3810hz,3820hz,3830hz,3840hz,3850hz,3860hz,3870hz,3880hz,3890hz,3900hz,3910hz,3920hz,3930hz,3940hz,3950hz,3960hz,3970hz,3980hz,3990hz,4000hz,4010hz,4020hz,4030hz,4040hz,4050hz,4060hz,4070hz,4080hz,4090hz,4100hz,4110hz,4120hz,4130hz,4140hz,4150hz,4160hz,4170hz,4180hz,4190hz,4200hz,4210hz,4220hz,4230hz,4240hz,4250hz,4260hz,4270hz,4280hz,4290hz,4300hz,4310hz,4320hz,4330hz,4340hz,4350hz,4360hz,4370hz,4380hz,4390hz,4400hz,4410hz,4420hz,4430hz,4440hz,4450hz,4460hz,4470hz,4480hz,4490hz,4500hz,4510hz,4520hz,4530hz,4540hz,4550hz,4560hz,4570hz,4580hz,4590hz,4600hz,4610hz,4620hz,4630hz,4640hz,4650hz,4660hz,4670hz,4680hz,4690hz,4700hz,4710hz,4720hz,4730hz,4740hz,4750hz,4760hz,4770hz,4780hz,4790hz,4800hz,4810hz,4820hz,4830hz,4840hz,4850hz,4860hz,4870hz,4880hz,4890hz,4900hz,4910hz,4920hz,4930hz,4940hz,4950hz,4960hz,4970hz,4980hz,4990hz,5000hz,5010hz,5020hz,5030hz,5040hz,5050hz,5060hz,5070hz,5080hz,5090hz,5100hz,5110hz,5120hz
1,10,0,3,기타음,,,,,,,,240,1078,240,1207,240,1183,240,1162,240,1211,240,967,240,1095,240,1187,240,1158,240,1064,0,0,0,0,0,0,0,0,0,0,0,4,4,9,9,9,9,22,40,53,80,98,111,204,1131,182,137,84,71,58,40,27,13,9,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,9,13,22,27,35,89,213,84,53,31,22,18,9,4,4,4,0,4,9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,13,13,18,35,71,40,27,18,9,9,4,0,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9,13,27,18,13,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,9,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,3,기타음,,,,,,,,280,177,280,200,280,219,280,205,280,154,280,185,280,188,280,180,280,170,280,190,0,4,4,4,4,4,5,6,6,8,9,15,58,21,40,41,20,21,23,22,18,21,26,51,70,107,122,52,187,29,18,12,13,11,9,8,5,5,5,5,6,6,5,4,6,6,4,5,6,5,5,4,5,4,5,6,5,5,5,5,4,5,6,6,5,6,7,5,6,5,6,5,5,5,6,5,4,5,5,6,7,7,5,5,5,6,5,5,6,5,6,5,5,6,4,5,4,5,6,5,5,5,6,5,5,6,5,5,7,6,5,6,4,5,5,6,6,6,6,6,6,6,5,6,6,4,6,4,7,6,7,5,6,6,5,7,5,5,6,5,5,6,6,5,5,6,6,7,6,5,5,6,6,6,5,5,7,5,6,5,6,6,6,6,5,6,5,6,5,6,4,5,7,4,6,6,5,5,6,4,4,6,5,6,6,5,4,5,6,6,4,6,6,5,6,6,7,5,6,6,6,5,6,7,6,5,6,5,5,4,6,5,5,6,6,6,6,4,6,5,6,5,6,5,6,6,4,5,6,6,5,5,7,4,6,6,7,5,4,6,4,5,6,5,5,5,5,5,5,4,6,5,6,5,5,6,5,5,6,5,6,5,5,5,5,6,5,6,4,5,6,7,6,6,6,5,6,6,6,4,7,6,6,6,7,5,6,6,6,5,6,7,5,6,5,6,6,6,5,5,5,5,5,6,5,6,5,6,7,9,7,10,8,8,7,6,5,5,6,5,5,5,5,6,5,6,5,4,5,6,5,4,4,6,5,6,5,5,5,6,6,5,5,4,6,6,5,6,6,6,5,7,5,7,5,5,6,5,7,6,6,6,5,6,5,5,6,6,5,5,6,6,7,6,5,7,5,5,6,5,5,6,6,5,6,5,7,6,5,6,5,5,6,6,6,6,5,6,6,5,4,6,4,6,5,5,7,6,5,7,5,6,7,4,5,6,6,7,6,5,6,5,7,5,5,6,6,6,5,7,7,6,6,6,6,6,5,7,7,4,5,7,6,6,5,6,7,7,6,4,5,5,6,6,7,6,6,6,5,7,5,6,5,7,6,6,6,6,6,4,7,7,7,6,6,7,7,7,7,8,7,6,5,6,6,6,4,6,7,7,5,5,5,4,7,6,6,5,6,5,6,5,6,7,6,6,5,6,6,7,7,6,6
1,10,0,2,전기/기계음,,,,,,,,260,978,260,902,260,704,260,931,260,588,260,559,260,912,260,994,260,843,260,471,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,9,15,31,25,28,40,49,56,56,90,788,207,114,80,62,62,43,56,59,43,22,9,6,6,6,6,6,3,3,0,3,0,0,0,0,3,0,3,3,0,0,3,3,0,0,3,0,3,3,3,3,3,3,6,6,3,3,3,3,6,6,15,56,34,12,9,9,6,6,9,12,9,6,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,3,3,3,0,0,0,3,0,3,3,3,0,3,0,3,3,3,0,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,0,3,0,0,3,0,3,3,0,0,0,0,0,3,3,0,3,3,3,0,3,3,3,3,0,3,3,0,3,0,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,3,3,3,0,3,3,0,3,3,3,0,3,0,0,0,0,3,0,3,3,0,0,3,3,3,3,3,3,0,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,0,3,0,0,3,3,0,0,3,3,3,3,3,0,0,3,0,0,3,0,0,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,3,0,0,3,3,3,0,0,3,3,3,3,3,3,0,3,3,0,0,3,0,3,0,0,0,0,3,0,3,3,0,3,3,0,3,3,3,3,0,3,0,0,3,3,3,3,3,0,3,0,3,0,3,3,0,3,3,3,3,0,3,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,3,0,0,3,3,3,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,0,3,0,3,3,0,3,3,3,3,0,3,3,0,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,0,3,3,3,0,3,3,0,3,3,0,3,3,3,0,0,3,3,0,0,3,0,3,0,3,3,3,0,3,0,3,3,0,3,0,3,3,0,3,3,0,3,3,3,3,0,3,0,3,3,3,0,3,3,3,3,0,3,0,0,3,3,3,3,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3
1,10,0,2,전기/기계음,,,,,,,,230,884,230,1152,230,814,230,1087,230,794,230,1095,230,1027,230,993,230,699,230,1013,0,11,11,15,11,15,11,11,11,11,7,7,11,19,37,52,41,49,49,49,45,79,202,956,487,225,146,86,49,30,22,30,34,26,19,15,7,7,7,11,11,15,15,15,11,11,11,11,11,7,15,11,15,7,7,7,7,7,11,11,19,30,22,22,19,26,30,37,71,146,199,86,52,37,26,22,19,22,22,19,15,11,7,7,7,7,7,11,11,11,11,11,11,11,11,7,11,7,11,11,7,7,7,7,11,11,11,15,22,19,15,15,15,22,37,52,75,52,41,26,22,15,11,15,15,15,11,11,7,7,7,7,7,7,7,7,11,11,7,7,11,7,7,7,7,7,7,7,7,7,7,7,11,7,15,15,11,11,11,15,19,26,30,34,26,22,15,15,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,11,11,7,11,7,11,7,15,15,19,19,15,11,7,11,7,7,7,7,7,7,7,4,7,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,7,7,7,7,7,7,7,4,4,4,7,4,4,7,4,4,4,4,7,7,7,4,7,7,7,4,4,4,7,7,7,4,4,4,7,4,4,7,7,4,7,7,7,7,7,7,7,7,7,7,4,7,4,4,4,7,4,7,4,7,4,4,7,7,4,7,7,4,7,4,7,7,4,4,4,4,4,7,4,4,4,4,7,4,4,7,7,7,4,4,4,4,4,4,7,4,4,7,4,7,4,7,7,7,4,7,4,4,7,4,7,4,7,7,7,4,7,4,4,7,4,4,7,4,4,4,4,4,4,4,4,4,4,7,7,4,4,4,7,7,4,7,4,7,4,4,4,4,4,7,7,7,4,7,7,4,7,7,4,7,4,7,4,4,4,7,7,4,4,4,4,7,4,4,4,4,7,4,4,4,7,4,4,4,7,7,7,7,7,7,4,7,7,7,4,7,7,7,4,4,7,7,4,7,4,7,7,4,7,7,4,4,7,4,7,4,7,4,4,4,4,7,7,7,7,4,7,7,7,7,7,7,4,7,11,4,7,4,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
1,10,0,2,전기/기계음,,,,,,,,250,529,250,488,240,710,250,411,250,437,250,383,250,171,250,229,250,283,290,164,0,3,3,3,3,3,4,4,6,7,10,11,35,17,15,13,17,27,34,36,35,56,92,122,267,357,169,111,115,161,126,87,63,59,50,53,36,21,15,17,13,11,13,14,10,6,6,4,3,3,4,4,4,4,4,4,6,6,4,7,7,6,7,4,6,6,6,6,6,7,8,8,13,17,15,14,14,11,14,11,11,10,8,8,7,8,7,7,6,7,6,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,6,4,4,4,4,6,6,4,4,4,4,6,6,6,6,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,6,4,4,6,4,4,4,4,4,4,4,4,6,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,6,3,4,4,4,3,4,6,6,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,3,4,4,4,6,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,6,4,6,4,4,4,4,4,6,7,4,4,6,4,6,4,4,4,4,4,4,4,6,3,4,4,4,4,4,4,4,4,4,3,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,3,4,4,4,3,4,4,4,6,4,4,3,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,3,4,4,6,4,4,4,4,6,4,4,4,6,6,4,4,4,4,4,6,4,6,4,3,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4,6,4
1,10,0,3,기타음.야간사용수,,,,,,,,260,946,260,770,260,808,260,1062,260,981,260,709,260,938,260,961,250,767,260,781,0,0,0,0,0,0,0,0,0,3,3,3,3,10,17,24,24,20,24,24,44,58,85,154,236,550,871,229,123,85,68,51,38,34,24,20,20,17,10,7,7,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,7,7,10,10,14,14,14,20,20,24,31,41,51,75,123,174,99,65,51,38,31,24,20,14,14,14,14,7,7,7,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,7,7,7,7,10,7,10,14,14,17,20,24,31,41,48,68,51,34,27,20,20,17,14,10,10,7,10,7,7,3,3,3,3,3,3,0,0,3,3,0,3,0,0,0,3,0,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,10,14,14,20,24,31,27,20,17,14,14,10,7,10,7,7,7,7,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,7,7,7,7,10,10,10,14,14,14,14,10,10,7,7,7,3,3,3,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,3,3,3,3,3,7,7,7,7,7,7,7,3,7,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,7,3,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,0,0,0,0,0,0
1,10,0,3,기타음.모텔 야간사용,,,,,,,,260,155,260,154,260,292,260,635,260,526,260,626,260,673,250,287,260,620,260,903,0,4,4,4,4,4,6,6,11,17,38,55,78,53,40,44,51,42,51,49,40,49,70,84,82,167,485,143,76,59,40,32,21,17,17,11,11,10,10,10,11,10,8,6,6,6,4,4,4,6,4,6,6,4,6,6,6,6,6,6,6,8,8,8,10,11,10,10,8,8,10,8,10,10,10,11,11,13,19,11,10,8,8,4,6,6,4,6,6,6,4,6,6,6,6,4,4,4,6,4,4,6,4,4,4,6,6,6,6,6,4,4,4,4,4,4,6,6,6,4,4,4,6,4,4,6,6,4,4,4,4,6,4,4,4,6,4,4,4,4,4,6,4,4,6,4,4,6,4,6,6,4,4,4,4,4,6,4,4,4,6,4,4,4,4,6,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,6,4,4,4,4,6,6,4,6,6,6,6,4,6,4,4,4,6,6,4,4,6,6,4,6,6,4,6,4,6,6,4,6,6,6,6,4,6,4,6,4,4,6,6,6,6,4,4,6,4,6,6,4,6,6,4,8,10,8,8,6,6,6,6,6,8,6,8,8,6,6,10,10,10,11,10,11,10,11,8,8,6,6,6,6,4,4,6,6,6,6,4,4,6,6,4,6,4,6,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,6,6,6,6,6,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4,4,6,8,4,4,4,4,4,6,6,4,4,6,4,4,6,6,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,6,4,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,6,8,6,4,6,6,4,6,6,6,6,6,6,6,6,6,6,4,6,6,4,6,6,4,6,4,4,6,4,4,4,6,6,6,6,6,6,6,6,6,6,6
1,10,0,3,기타음,,,,,,,,250,553,280,509,280,351,280,521,280,645,280,622,250,675,280,735,280,618,280,597,0,2,2,2,2,2,2,2,4,4,4,7,33,13,13,17,17,28,52,50,59,63,102,117,327,449,189,130,553,208,104,80,59,37,41,22,20,15,11,9,9,9,7,4,4,4,7,7,9,4,4,4,4,7,4,4,7,7,4,4,4,4,4,4,7,7,7,7,7,9,13,15,15,17,24,28,30,50,46,39,33,41,33,17,15,15,9,9,4,4,4,4,4,2,4,4,2,2,4,2,4,2,4,2,2,2,2,2,2,2,4,2,2,2,4,4,2,4,4,4,4,4,4,4,7,4,7,7,9,9,9,9,7,7,7,7,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2
0,1,0,3,기타음,,,,,,,,260,1092,260,1142,260,1071,260,1020,260,925,260,1165,260,949,260,1034,260,1158,260,991,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,8,12,12,12,21,46,83,137,219,488,1055,145,54,29,33,37,37,25,21,12,8,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,4,8,8,8,12,17,17,29,74,252,108,46,25,21,12,8,4,8,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,4,8,12,17,37,66,87,29,17,8,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,8,17,29,46,21,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,12,17,21,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,3,기타음.야간 사용수음,,,,,,,,260,670,260,1036,260,869,260,940,260,887,260,842,260,656,260,695,260,892,260,953,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,7,10,10,17,23,26,33,36,60,76,185,844,434,215,113,70,40,26,17,10,10,10,10,7,7,3,3,3,0,0,0,3,0,3,0,3,3,7,7,7,7,10,10,7,10,10,10,3,3,3,3,3,3,3,0,3,3,3,7,10,13,23,43,86,113,56,46,20,17,10,7,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,3,3,7,7,10,13,26,20,17,10,7,3,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,7,7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
